DATE,housing_price_index,mortgage_rate,unemployment_rate,total_construction_spending,population,new_home_sold,iron_ore_price,concrete_purchase_price_index,building_permits,dji,gdp,house_under_construction
2020-11-01,232.726,2.765,6.7,1542987,331996.0,851.0,123.52380952381,263.3,1682.0,29638.640625,21477.597,1248.0
2020-12-01,235.776,2.684,6.7,1566367,331968.0,871.0,153.065217391304,263.3,1730.0,30606.48046875,21477.597,1261.0
2021-01-01,238.856,2.735,6.4,1583380,331943.0,911.0,166.738095238095,263.5,1843.0,29982.619140625,22038.226,1282.0
2021-02-01,241.868,2.81,6.2,1569822,331950.0,768.0,162.325,264.4,1743.0,30932.369140625,22038.226,1288.0
2021-03-01,245.702,3.0825,6.0,1600520,331953.0,881.0,166.739130434783,264.3,1773.0,32981.55078125,22038.226,1306.0
2021-04-01,249.86900000000003,3.0600000000000005,6.0,1608488,331963.0,809.0,178.25,265.7,1765.0,33874.8515625,22740.959,1322.0
2021-05-01,254.525,2.9625000000000004,5.8,1621942,332008.0,740.0,202.857142857143,269.0,1691.0,34529.44921875,22740.959,1339.0
2021-06-01,259.522,2.975,5.9,1627985,332092.0,714.0,215.815789473684,269.0,1661.0,34502.51171875,22740.959,1372.0
2021-07-01,263.3,2.868,5.4,1637329,332192.0,726.0,214.340909090909,271.816,1655.0,34935.46875,23202.344,1386.0
2021-08-01,266.983,2.8425000000000002,5.2,1641600,332295.0,686.0,162.090909090909,271.816,1772.0,35360.73046875,23202.344,1413.0
2021-09-01,270.212,2.8999999999999995,4.7,1632860,332403.0,732.0,113.71875,271.816,1615.0,33843.921875,23202.344,1437.0
2021-10-01,273.166,3.0675,4.6,1644332,332513.0,671.0,114.47619047619,271.816,1698.0,35819.55859375,24002.815,1465.0
2021-11-01,276.495,3.0675,4.2,1665191,332598.0,756.0,90.1315789473684,278.675,1729.0,34483.71875,24002.815,1493.0
2021-12-01,280.275,3.098,3.9,1681044,332640.0,839.0,110.45652173913,278.675,1896.0,36338.30078125,24002.815,1525.0
2022-01-01,284.833,3.4450000000000003,4.0,1726585,332684.0,831.0,133.045454545455,293.546,1841.0,35131.859375,24386.734,1553.0
2022-02-01,290.371,3.7625,3.8,1753123,332750.0,790.0,139.7,301.302,1857.0,33892.6015625,24386.734,1582.0
2022-03-01,296.362,4.172,3.6,1768168,332812.0,707.0,147.347826086957,301.302,1879.0,34678.3515625,24386.734,1629.0
2022-04-01,301.409,4.9825,3.6,1780890,332863.0,619.0,146.666666666667,304.653,1823.0,32977.2109375,24882.878,1668.0
2022-05-01,305.17900000000003,5.23,3.6,1793778,332928.0,630.0,131.090909090909,304.653,1695.0,32990.12109375,24882.878,1677.0
2022-06-01,306.181,5.522,3.6,1784299,333028.0,585.0,131.045454545455,309.714,1696.0,30775.4296875,24882.878,1680.0
